School 01 ,Admission 2008,Admission 2009,Admission 2010,Admission 2011,Admission 2012,Admission 2013,Admission 2014,Admission 2015,Admission 2016,Admission 2017,Admission 2018,Enrollment 2008,Enrollment 2009,Enrollment 2010,Enrollment 2011,Enrollment 2012,Enrollment 2013,Enrollment 2014,Enrollment 2015,Enrollment 2016,Enrollment 2017,Enrollment 2018,Satreading 2008,Satreading 2009,Satreading 2010,Satreading 2011,Satreading 2012,Satreading 2013,Satreading 2014,Satreading 2015,Satreading 2016,Satreading 2017,Satreading 2018,Satmath 2008,Satmath 2009,Satmath 2010,Satmath 2011,Satmath 2012,Satmath 2013,Satmath 2014,Satmath 2015,Satmath 2016,Satmath 2017,Satmath 2018,Acteq 2008,Acteq 2009,Acteq 2010,Acteq 2011,Acteq 2012,Acteq 2013,Acteq 2014,Acteq 2015,Acteq 2016,Acteq 2017,Acteq 2018,ACT 2008,ACT 2009,ACT 2010,ACT 2011,ACT 2012,ACT 2013,ACT 2014,ACT 2015,ACT 2016,ACT 2017,ACT 2018,Instate 2008,Instate 2009,Instate 2010,Instate 2011,Instate 2012,Instate 2013,Instate 2014,Instate 2015,Instate 2016,Instate 2017,Instate 2018,Outstate 2008,Outstate 2009,Outstate 2010,Outstate 2011,Outstate 2012,Outstate 2013,Outstate 2014,Outstate 2015,Outstate 2016,Outstate 2017,Outstate 2018,Apps 2008,Apps 2009,Apps 2010,Apps 2011,Apps 2012,Apps 2013,Apps 2014,Apps 2015,Apps 2016,Apps 2017,Apps 2018,Logapps 2008,Logapps 2009,Logapps 2010,Logapps 2011,Logapps 2012,Logapps 2013,Logapps 2014,Logapps 2015,Logapps 2016,Logapps 2017,Logapps 2018,Dlogapps 2008,Dlogapps 2009,Dlogapps 2010,Dlogapps 2011,Dlogapps 2012,Dlogapps 2013,Dlogapps 2014,Dlogapps 2015,Dlogapps 2016,Dlogapps 2017,Dlogapps 2018,Dapps 2008,Dapps 2009,Dapps 2010,Dapps 2011,Dapps 2012,Dapps 2013,Dapps 2014,Dapps 2015,Dapps 2016,Dapps 2017,Dapps 2018,Percdap 2008,Percdap 2009,Percdap 2010,Percdap 2011,Percdap 2012,Percdap 2013,Percdap 2014,Percdap 2015,Percdap 2016,Percdap 2017,Percdap 2018,Wins 2008,Wins 2009,Wins 2010,Wins 2011,Wins 2012,Wins 2013,Wins 2014,Wins 2015,Wins 2016,Wins 2017,Wins 2018,Seed 2008,Seed 2009,Seed 2010,Seed 2011,Seed 2012,Seed 2013,Seed 2014,Seed 2015,Seed 2016,Seed 2017,Seed 2018,Acceptrate 2008,Acceptrate 2009,Acceptrate 2010,Acceptrate 2011,Acceptrate 2012,Acceptrate 2013,Acceptrate 2014,Acceptrate 2015,Acceptrate 2016,Acceptrate 2017,Acceptrate 2018,Dacceptrate 2008,Dacceptrate 2009,Dacceptrate 2010,Dacceptrate 2011,Dacceptrate 2012,Dacceptrate 2013,Dacceptrate 2014,Dacceptrate 2015,Dacceptrate 2016,Dacceptrate 2017,Dacceptrate 2018,Netprice 2008,Netprice 2009,Netprice 2010,Netprice 2011,Netprice 2012,Netprice 2013,Netprice 2014,Netprice 2015,Netprice 2016,Netprice 2017,Netprice 2018
Southern Methodist University,4113,4471,4899,5641,6031,6125,6192,6360,6482,6402,6457,1398,1329,1479,1382,1426,1431,1459,1374,1522,1423,1530,660,660,670,680,680,690,690,690,700,710,710,680,680,680,690,690,700,710,720,710,730,750,30.15,30.15,30.375,30.825,30.825,31.275,31.5,31.725,31.725,32.4,32.85,30,30,30,31,31,31,31,32,32,32,33,47375,49920,53285,55955,58689,61355,63985,67165,69883,72408,74737,47375,49920,53285,55955,58689,61355,63985,67165,69883,72408,74737,8270,8442,9096,10338,11217,12080,11817,12992,13250,13128,12603,9.02038978801774,9.04097452634244,9.11559003543037,9.24358170575598,9.32518576364522,9.39930647148881,9.37729445163902,9.47208906240146,9.49175283141437,9.48250263276993,9.44169015983749,0,0.0205847383247075,0.0746155090879288,0.127991670325612,0.0816040578892388,0.0741207078435835,-0.0220120198497913,0.0947946107624436,0.0196637690129098,-0.0092501986444411,-0.0408124729324353,0,172,654,1242,879,863,-263,1175,258,-122,-525,0,0.0207980652962515,0.0774697938877043,0.136543535620053,0.0850261172373767,0.076936792368726,-0.021771523178808,0.0994330202250994,0.0198583743842365,-0.00920754716981132,-0.0399908592321755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0.497339782345828,0.529613835583985,0.538588390501319,0.545656800154769,0.53766604261389,0.50703642384106,0.523990860624524,0.489532019704434,0.489207547169811,0.487659963436929,0.512338332143141,0,0.032274053238157,0.00897455491733401,0.00706840965345001,-0.00799075754087908,-0.03062961877283,0.0169544367834641,-0.0344588409200901,-0.000324472534622977,-0.001547583732882,0.0246783687062119,12343,9957,8582,8448,8576,8628,10166,9813,10290,11646,13460
Stephen F Austin State University,5657,6511,6300,6883,6361,6474,6220,7008,7108,7250,7348,2354,2396,2375,2538,2372,2253,2216,2282,2371,2340,2215,540,530,530,530,520,540,540,550,540,600,600,560,540,540,540,530,550,540,550,550,580,580,24.75,24.075,24.075,24.075,23.625,24.525,24.3,24.75,24.525,26.55,26.55,23,23,23,23,23,24,24,24,24,24,24,18648,19565,20457,21166,22239,22948,23806,21074,21230,21276,22156,27078,27875,29757,30556,32769,33568,34666,30434,31022,31236,32116,7810,8960,12704,10975,11402,11383,10631,11382,11382,11081,10862,8.96316024283373,9.10052550596898,9.44967218348692,9.30337523794337,9.34154405759153,9.33987629332522,9.27152954028861,9.33978843916307,9.33978843916307,9.31298720893633,9.29302573859479,0,0.137365263135244,0.349146677517942,-0.146296945543545,0.0381688196481544,-0.0016677642663101,-0.0683467530366109,0.068258898874463,0,-0.0268012302267433,-0.0199614703415349,0,1150,3744,-1729,427,-19,-752,751,0,-301,-219,0,0.147247119078105,0.417857142857143,-0.136098866498741,0.0389066059225513,-0.00166637432029469,-0.0660634279188263,0.0706424607280595,0,-0.0264452644526445,-0.0197635592455555,0,0,0,0,0,0,1,0,1,0,0,0,14,0,0,0,0,12,12,14,0,14,0.724327784891165,0.726674107142857,0.495906801007557,0.627152619589977,0.557884581652342,0.568742862162875,0.585081365816951,0.615709014233,0.624494816376735,0.654273080046927,0.676486834837047,0,0.00234632225169196,-0.2307673061353,0.13124581858242,-0.069268037937635,0.0108582805105329,0.0163385036540761,0.0306276484160489,0.00878580214373503,0.029778263670192,0.02221375479012,18005,17823,19675,19888,18427,20512,22462,22061,24131,23202,20335
Texas State University,8494,9211,10054,11530,6889,14219,13423,14672,16147,17717,19413,3338,3667,4108,4655,4251,5181,5558,5784,5793,5874,6159,570,570,570,570,560,560,560,560,560,610,600,590,590,590,580,580,570,560,560,560,590,580,26.1,26.1,26.1,25.875,25.65,25.425,25.2,25.2,25.2,27,26.55,25,25,25,25,25,25,25,25,25,26,26,17196,18148,18438,19284,20092,19620,20710,21328,21595,22625,23130,23940,24796,25878,27422,29218,28824,30846,32248,33019,34245,34750,11422,12172,13311,14878,10418,18939,18413,20711,22701,24277,24959,9.34329659922481,9.40689351101686,9.49634604004702,9.60763889075129,9.25129035830514,9.84897856703574,9.82081221586722,9.93842023907615,10.0301642553626,10.0972846790551,10.1249897575782,0,0.0635969117920521,0.089452529030158,0.111292850704269,-0.35634853244615,0.597688208730597,-0.0281663511685153,0.117608023208932,0.09174401628648,0.0671204236924758,0.0277050785231054,0,750,1139,1567,-4460,8521,-526,2298,1990,1576,682,0,0.0656627560847487,0.0935754189944134,0.117722184659304,-0.299771474660573,0.817911307352659,-0.0277733776862559,0.124803128224624,0.0960842064603351,0.0694242544381305,0.0280924331671953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.743652600245141,0.756736772921459,0.755315152881076,0.774969753999193,0.661259358802073,0.750778816199377,0.728995818171944,0.708415817681425,0.71129025153077,0.729785393582403,0.777795584759005,0,0.013084172676318,-0.00142162004038304,0.019654601118117,-0.11371039519712,0.0895194573973041,-0.021782998027433,-0.020580000490519,0.00287443384934494,0.0184951420516331,0.048010191176602,9351,7981,7736,9516,11636,11260,11872,12365,11742,12516,13055
Sul Ross State University,NA,NA,NA,NA,683,855,934,914,818,807,778,NA,NA,NA,NA,252,310,332,351,304,279,344,NA,NA,NA,NA,490,490,NA,460,469,520,NA,NA,NA,NA,NA,510,500,480,480,480,500,NA,NA,NA,NA,NA,22.5,22.275,NA,21.15,21.3525,22.95,NA,NA,NA,NA,NA,21,21,21,20,20,20,NA,14522,15066,15468,16074,16660,18556,19086,19283,19815,22282,20466,21264,21714,22908,23586,24172,27052,27774,28643,29607,34732,30426,NA,NA,NA,NA,803,1638,1000,1143,887,810,785,NA,NA,NA,NA,6.68835471394676,7.40123126441302,6.90775527898214,7.04141166379481,6.78784498230958,6.69703424766648,6.66568371778241,NA,NA,NA,NA,NA,0.712876550466254,-0.493475985430878,0.133656384812674,-0.253566681485231,-0.0908107346430951,-0.0313505298840759,NA,NA,NA,NA,NA,835,-638,143,-256,-77,-25,NA,NA,NA,NA,NA,1.03985056039851,-0.38949938949939,0.143,-0.223972003499563,-0.0868094701240135,-0.0308641975308642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0.850560398505604,0.521978021978022,0.934,0.799650043744532,0.922209695603157,0.996296296296296,0.991082802547771,NA,NA,NA,NA,NA,-0.328582376527582,0.412021978021978,-0.134349956255468,0.122559651858625,0.074086600693139,-0.00521349374852498,28682,27729,29140,30574,34291,34189,36602,37499,36458,38562,40404
Texas A & M University-College Station,14640,15369,16003,16488,18546,21803,22863,22134,23361,25866,24343,8091,8104,8176,8254,8143,10241,10835,10318,10142,11639,11133,630,630,650,650,640,630,640,640,640,670,680,670,670,680,670,670,660,670,670,670,690,700,29.25,29.25,29.925,29.7,29.475,29.025,29.475,29.475,29.475,30.6,31.05,29,30,30,30,30,29,30,30,30,30,31,19895,20316,20521,20723,20912,21051,22975,24772,28278,28476,29506,34235,34746,34951,36113,37441,37671,39873,43364,48456,53848,55131,20887,22969,23314,25990,27730,31387,32190,33213,34780,36669,36000,9.94688223485532,10.0419007596898,10.0568093174798,10.1654671276355,10.2302701386098,10.3541490734306,10.3794111242929,10.4106966445276,10.4567977879083,10.5096869904454,10.4912742174382,0,0.0950185248344369,0.0149085577900223,0.108657810155758,0.0648030109742876,0.123878934820732,0.0252620508622989,0.0312855202347215,0.0461011433806977,0.0528892025370986,-0.0184127730071246,0,2082,345,2676,1740,3657,803,1023,1567,1889,-669,0,0.0996792263130177,0.015020244677609,0.114780818392382,0.0669488264717199,0.131878831590335,0.0255838404434957,0.031780055917987,0.0471803209586608,0.0543128234617596,-0.0182442935449562,1,1,1,0,0,0,0,0,2,0,2,9,9,5,7,0,0,0,0,3,0,7,0.700914444391248,0.669119247681658,0.68641159818135,0.634397845325125,0.668806346916697,0.694650651543633,0.710251630941286,0.666425797127631,0.671679125934445,0.705391475087949,0.676194444444444,0,-0.03179519670959,0.017292350499692,-0.052013752856225,0.0344085015915721,0.025844304626936,0.0156009793976529,-0.043825833813655,0.00525332880681406,0.033712349153504,-0.029197030643505,12885,12815,11506,13097,14275,13758,14333,11987,11650,11759,12866
The University of Texas at Arlington,4555,4215,5312,6593,6593,6405,6290,7152,8768,8784,9809,2244,2300,2629,2576,2576,2713,2714,2816,3053,3375,3572,580,570,580,580,580,580,568,540,580,630,630,600,610,610,610,610,620,610,610,610,640,630,26.55,26.55,26.775,26.775,26.775,27,26.505,25.875,26.775,28.575,28.35,25,24,25,25,25,26,26,26,26,27,26,18924,19181,20930,21434,21984,22234,22640,23324,23744,24660,26660,25668,25829,28370,28946,30408,30730,31864,33220,37048,39860,42697,8179,5533,7119,9550,9550,10679,10245,10777,12558,12333,12335,9.00932517273497,8.61848544289811,8.87052254510387,9.16429643347478,9.16429643347478,9.27603447517155,9.234545060673,9.28516951259683,9.43811319167405,9.42003387556599,9.42019602896346,0,-0.390839729836864,0.252037102205764,0.293773888370904,0,0.111738041696769,-0.041489414498546,0.0506244519238326,0.152943679077222,-0.0180793161080661,0.000162153397468501,0,-2646,1586,2431,0,1129,-434,532,1781,-225,2,0,-0.323511431715369,0.286643773721309,0.341480545020368,0,0.118219895287958,-0.0406405094109935,0.0519277696437286,0.165259348612787,-0.0179168657429527,0.000162166545041758,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0.556914048172148,0.761792879089102,0.746172215198764,0.690366492146597,0.690366492146597,0.599775259855792,0.613958028306491,0.663635520089079,0.698200350374263,0.712235465823401,0.795216862586137,0,0.204878830916954,-0.015620663890338,-0.055805723052167,0,-0.0905912322908049,0.014182768450699,0.049677491782588,0.034564830285184,0.014035115449138,0.082981396762736,9816,9752,8838,10505,12358,11871,12728,12647,13579,12658,13178
The University of Texas at Austin,12843,14213,14583,15172,16563,15335,15381,16633,19182,18620,19482,6718,7243,7275,7149,8092,7249,7285,7743,8719,8381,8960,660,660,660,670,670,670,690,690,680,720,720,690,690,700,710,710,710,720,720,730,740,760,30.375,30.375,30.6,31.05,31.05,31.05,31.725,31.725,31.725,32.85,33.3,30,30,31,31,31,31,32,32,32,33,33,21912,22880,24026,24714,25392,26156,26346,26322,25134,25440,26506,41140,43850,45876,47426,48730,50200,51352,51192,50724,51786,53476,29501,31362,31022,32589,35431,38161,38785,42392,47511,51033,50575,10.2921794400585,10.353352247941,10.3424519091847,10.3917300871019,10.4753424221296,10.5495693306696,10.565788852925,10.6547149441726,10.7687165421598,10.8402277612777,10.8312126620359,0,0.0611728078825156,-0.0109003387562812,0.0492781779171647,0.0836123350277092,0.0742269085400302,0.0162195222553727,0.0889260912476253,0.114001597987237,0.0715112191178573,-0.00901509924174526,0,1861,-340,1567,2842,2730,624,3607,5119,3522,-458,0,0.0630826073692417,-0.0108411453351189,0.0505125394881052,0.0872073398999663,0.0770511698794841,0.0163517727522864,0.092999871084182,0.120753915833176,0.074130201427038,-0.00897458507240413,3,1,0,1,0,0,1,0,0,0,0,2,7,8,4,11,0,7,11,6,0,10,0.435341174875428,0.453191760729545,0.470085745599897,0.465555862407561,0.467471987807287,0.401850056340243,0.396570839241975,0.392361766371013,0.403738081707394,0.364861952070229,0.385210084033613,0,0.017850585854117,0.016893984870352,-0.00452988319233599,0.00191612539972597,-0.065621931467044,-0.00527921709826801,-0.00420907287096201,0.011376315336381,-0.038876129637165,0.020348131963384,8799,8800,7984,9821,10536,10212,12550,14095,12274,14951,11833
The University of Texas at Dallas,2642,2870,2816,3672,3679,5125,5938,6909,8625,8965,10609,1118,1342,1377,1786,1545,2233,2520,2728,3229,3177,3862,670,660,670,660,680,670,670,670,670,700,700,700,690,700,700,710,700,700,700,710,730,740,30.825,30.375,30.825,30.6,31.275,30.825,30.825,30.825,31.05,32.175,32.4,30,30,30,30,31,31,31,31,31,32,32,21248,21772,22626,23170,24366,24784,25126,25528,26580,27360,29286,30198,32602,34910,37060,38784,39958,41156,41558,44196,45488,53128,4937,5555,5644,6881,7080,8750,9587,11237,12686,11791,15326,8.50451313825886,8.62245370207373,8.6383483129727,8.83651926920248,8.86502918668777,9.07680897935166,9.168163293077,9.3269671839079,9.44825430219384,9.37509180757667,9.63730601153035,0,0.117940563814868,0.0158946108989735,0.198170956229776,0.0285099174852856,0.211779792663895,0.0913543137253363,0.158803890830905,0.12128711828594,-0.0731624946171685,0.262214203953675,0,618,89,1237,199,1670,837,1650,1449,-895,3535,0,0.125177233137533,0.016021602160216,0.219170800850461,0.0289202150850167,0.235875706214689,0.0956571428571429,0.172108063001982,0.12894900774228,-0.0705502128330443,0.299804935968111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.535142799270812,0.516651665166517,0.498936924167257,0.533643365789856,0.519632768361582,0.585714285714286,0.619380410973193,0.614843819524784,0.679883335960902,0.760325672122806,0.692222367219105,0,-0.018491134104295,-0.01771474099926,0.0347064416225991,-0.014010597428274,0.066081517352704,0.033666125258907,-0.00453659144840901,0.0650395164361181,0.080442336161904,-0.068103304903701,11468,11808,11550,12417,11323,11725,13723,15455,19554,19118,19237
The University of Texas at El Paso,5098,5492,5742,5187,5687,6228,7149,7133,7133,9382,10455,2309,2555,2516,2711,2924,3033,3254,3340,3340,3583,3422,510,500,500,510,490,500,510,510,510,570,570,530,520,520,530,530,530,540,540,520,560,560,23.4,22.95,22.95,23.4,22.95,23.175,23.625,23.625,23.175,25.425,25.425,21,20,21,22,22,22,23,22,22,22,22,14436,19115,19836,20583,21120,21399,20899,21120,22552,23210,23843,22936,27475,29206,30043,31720,33319,32029,33020,35527,36955,38274,5147,5548,5809,5229,5697,6240,7157,7134,7134,9382,10456,8.54616929965276,8.62119278143472,8.66716371799253,8.56197533418813,8.6476949994804,8.73873546136347,8.8758461777386,8.87262736591884,8.87262736591884,9.1465482388884,9.25493125530406,0,0.0750234817819671,0.0459709365578114,-0.105188383804403,0.0857196652922649,0.0910404618830789,0.137110716375124,-0.00321881181976202,0,0.273920872969567,0.108383016415655,0,401,261,-580,468,543,917,-23,0,2248,1074,0,0.0779094618224208,0.0470439798125451,-0.0998450679979342,0.0895008605851979,0.0953133228014745,0.146955128205128,-0.00321363699874249,0,0.31511073731427,0.114474525687487,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0.990479891198757,0.989906272530642,0.988466173179549,0.991967871485944,0.998244690187818,0.998076923076923,0.998882213217829,0.999859826184469,0.999859826184469,1,0.999904361132364,0,-0.000573618668115006,-0.00144009935109302,0.00350169830639502,0.00627681870187402,-0.000167767110895056,0.000805290140906023,0.000977612966640007,0,0.000140173815530997,-9.56388676359721E-05,12392,8786,9570,10079,12127,11622,11742,11952,12533,12277,14445
The University of Texas at Tyler,1129,1071,1146,1270,1600,1726,1802,1591,1828,1632,2416,609,611,562,642,684,704,695,778,824,716,907,590,590,560,580,570,560,560,570,580,630,640,580,600,580,580,600,598,590,590,570,610,640,26.325,26.775,25.65,26.1,26.325,26.055,25.875,26.1,25.875,27.9,28.8,25,25,25,25,25,25,25,25,25,26,27,15114,17025,18615,19588,20908,21222,22524,18630,21676,20902,21730,21858,25455,27915,28978,31438,31842,33384,30554,34156,33952,34720,1411,1441,2384,1839,2012,2104,2156,2468,2636,2511,3086,7.25205395185281,7.27309259599952,7.77653502818524,7.51697722460432,7.60688453121963,7.6515955738576,7.67600993202889,7.81116338502528,7.8770178956224,7.82843635915759,8.03463103292311,0,0.0210386441467074,0.503442432185719,-0.25955780358092,0.0899073066153093,0.0447110426379709,0.0244143581712866,0.135153452996391,0.0658545105971191,-0.0485815364648126,0.206194673765522,0,30,943,-545,173,92,52,312,168,-125,575,0,0.0212615166548547,0.65440666204025,-0.228607382550336,0.0940728656878739,0.0457256461232604,0.0247148288973384,0.144712430426716,0.0680713128038898,-0.0474203338391502,0.228992433293509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.800141743444366,0.74323386537127,0.480704697986577,0.690592713431213,0.795228628230616,0.820342205323194,0.835807050092764,0.644651539708266,0.693474962063733,0.649940262843489,0.782890473104342,0,-0.0569078780730959,-0.262529167384693,0.209888015444636,0.104635914799403,0.025113577092578,0.01546484476957,-0.191155510384498,0.048823422355467,-0.043534699220244,0.132950210260853,14161,13435,14629,15844,15336,16832,17366,15052,14356,14156,15502
Texas Christian University,6157,7079,7428,7219,7901,8791,8322,7974,7506,8110,8210,1630,1821,1827,1873,1854,1936,1891,2078,1888,1955,2194,630,630,630,630,630,620,630,630,630,660,660,640,650,650,650,650,650,650,650,650,670,683,28.575,28.8,28.8,28.8,28.8,28.575,28.8,28.8,28.8,29.925,30.2175,28,28,29,29,30,29,30,30,30,30,30,38928,41028,43050,46110,48360,50720,53730,58270,60420,62970,65684,38928,41028,43050,46110,48360,50720,53730,58270,60420,62970,65684,12212,11951,14085,19170,19335,18551,17029,18423,19972,19740,20156,9.41017435385477,9.38857023586688,9.55286568031047,9.86110183603969,9.8696722040414,9.82827897493837,9.74267305202661,9.82135516299751,9.9020865716205,9.89040231298747,9.91125728980049,0,-0.0216041179878879,0.164295444443592,0.308236155729217,0.00857036800170619,-0.0413932291030239,-0.0856059229117676,0.0786821109709042,0.0807314086229898,-0.0116842586330268,0.0208549768130162,0,-261,2134,5085,165,-784,-1522,1394,1549,-232,416,0,-0.0213724205699312,0.178562463392185,0.361022364217252,0.00860719874804382,-0.0405482286009827,-0.0820440946579699,0.0818603558635269,0.0840796830049395,-0.011616262767875,0.0210739614994934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.504176220111366,0.592335369425153,0.527369542066028,0.376577986437141,0.408637186449444,0.473882809552046,0.488695754301486,0.432828529555447,0.375826156619267,0.410840932117528,0.407322881524112,0,0.088159149313787,-0.0649658273591249,-0.150791555628887,0.032059200012303,0.065245623102602,0.01481294474944,-0.055867224746039,-0.05700237293618,0.035014775498261,-0.00351805059341598,12297,7939,7535,7111,8064,9098,8978,10254,10036,9989,10455
The University of Texas at San Antonio,10163,10949,10426,10724,11450,11165,11336,12243,11843,12692,13370,4928,4858,4883,5097,4974,4493,5057,4975,4378,5030,4969,550,560,560,560,560,570,560,570,560,610,620,570,580,580,580,580,590,590,580,570,600,600,25.2,25.65,25.65,25.65,25.65,26.1,25.875,25.875,25.425,27.225,27.45,23,24,24,24,24,25,25,25,25,25,25,17456,18585,19079,19973,20341,20598,20804,21749,22372,23285,23715,24200,25233,26519,27485,28765,29172,29854,31471,32969,34484,35204,10929,12442,11993,12882,14650,15239,14933,15706,15500,15973,16918,9.29917508567667,9.42883312507497,9.39207842523172,9.46358626710684,9.59219561444521,9.63161321028986,9.61132880805727,9.66179808393482,9.64859530290734,9.67865507578996,9.73613342286396,0,0.129658039398292,-0.0367546998432431,0.0715078418751141,0.128609347338378,0.0394175958446468,-0.0202844022325905,0.0504692758775498,-0.0132027810274806,0.030059772882618,0.057478347074003,0,1513,-449,889,1768,589,-306,773,-206,473,945,0,0.138439015463446,-0.036087445748272,0.0741265738347369,0.137245769290483,0.0402047781569966,-0.0200800577465713,0.0517645483158106,-0.0131160066216732,0.0305161290322581,0.0591623364427471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0.929911245310641,0.880003214917216,0.869340448595014,0.832479428660146,0.781569965870307,0.732659623334865,0.759124087591241,0.779511014898765,0.764064516129032,0.794590872096663,0.790282539307247,0,-0.049908030393425,-0.010662766322202,-0.036861019934868,-0.050909462789839,-0.048910342535442,0.0264644642563759,0.020386927307524,-0.0154464987697329,0.030526355967631,-0.004308332789416,5224,2066,2543,5164,6089,5607,5433,5713,6785,7720,8414
Texas Southern University,6023,6023,3192,3358,4991,4389,5250,5338,5601,8663,7802,1349,1349,1191,1187,1354,1110,1533,1457,1260,1975,1607,430,430,450,450,450,450,440,440,450,452,500,430,430,460,470,460,470,460,460,450,460,490,19.35,19.35,20.475,20.7,20.475,20.7,20.25,20.25,20.25,20.52,22.275,17,17,18,19,19,19,18,19,19,19,19,17405,20844,21973,22247,24266,24566,24746,25346,25054,25271,25343,25835,29154,30385,31567,33566,35186,35606,37046,37294,37721,37793,6110,6110,8780,8661,9393,9746,10111,10487,10878,12995,13776,8.71768205216564,8.71768205216564,9.08023168662916,9.06658546833105,9.14772000999452,9.18461222340345,9.2213792190914,9.25789167383441,9.29449767998291,9.47231994707559,9.53068322666751,0,0,0.362549634463521,-0.013646218298117,0.0811345416634701,0.0368922134089367,0.0367669956879482,0.036512454743006,0.0366060061484994,0.177822267092685,0.0583632795919211,0,0,2670,-119,732,353,365,376,391,2117,781,0,0,0.436988543371522,-0.0135535307517084,0.0845167994457915,0.037581177472586,0.0374512620562282,0.0371872218376026,0.0372842566987699,0.194612980327266,0.0601000384763371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,16,16,0.985761047463175,0.985761047463175,0.363553530751708,0.387715044452142,0.531353135313531,0.450338600451467,0.5192364751261,0.509011156670163,0.514892443463872,0.666641015775298,0.566347270615563,0,0,-0.622207516711467,0.024161513700434,0.143638090861389,-0.081014534862064,0.068897874674633,-0.0102253184559371,0.00588128679370903,0.151748572311426,-0.100293745159735,9705,10463,10732,10945,11988,12524,14377,12584,12776,12437,7389
Texas Tech University,11643,11228,11720,11645,11593,12709,14464,14510,14592,17438,17280,4385,4585,4858,4464,4560,4785,5619,5160,4762,5883,6171,590,580,580,590,590,590,590,600,590,620,620,620,620,610,610,620,620,610,620,610,620,620,27.225,27,26.775,27,27.225,27.225,27,27.45,27,27.9,27.9,26,26,27,27,27,27,27,27,27,27,27,17405,18288,19326,20753,21601,21601,22359,22576,23129,23633,24472,24149,24936,26766,28265,30025,30097,31047,31936,32921,33425,34432,16143,16551,16349,17569,18027,19170,21873,23010,23311,25207,24452,9.68924179815753,9.71420180194054,9.70192201237541,9.77389126436506,9.79962591300204,9.86110183603969,9.99300827847454,10.0436841830294,10.0566806311525,10.1348770127042,10.1044672911486,0,0.0249600037830113,-0.0122797895651274,0.0719692519896427,0.0257346486369823,0.0614759230376531,0.13190644243485,0.0506759045548701,0.0129964481231113,0.0781963815516669,-0.0304097215555732,0,408,-202,1220,458,1143,2703,1137,301,1896,-755,0,0.0252741126184724,-0.0122047006223189,0.0746223010581687,0.0260686436336729,0.0634048926610085,0.141001564945227,0.0519818954875874,0.0130812690134724,0.0813349920638325,-0.0299519974610227,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,3,0.721241404943319,0.678388012808894,0.716863416722735,0.662815185838693,0.64309091917679,0.662962962962963,0.661271887715448,0.630595393307258,0.62597057183304,0.691791962550085,0.706690659250777,0,-0.042853392134425,0.038475403913841,-0.054048230884042,-0.0197242666619031,0.019872043786173,-0.00169107524751499,-0.03067649440819,-0.00462482147421806,0.0658213907170451,0.014898696700692,24560,25988,28097,29467,30495,31087,31085,33362,35363,37344,37509
Brigham Young University,6983,7049,7020,7055,6895,5645,5207,6427,6520,6738,7224,5440,5421,5245,5624,5526,4427,4072,5127,5246,5440,5739,660,670,680,680,690,680,690,680,690,710,710,680,680,690,680,690,680,680,680,690,700,710,30.15,30.375,30.825,30.6,31.05,30.6,30.825,30.6,31.05,31.725,31.95,30,30,30,30,31,31,31,31,31,32,31,15330,15830,16340,16588,17470,17496,17818,17718,18060,18370,18776,15330,15830,16340,16588,17470,17496,17818,17718,18060,18370,18776,10081,10212,10913,11238,12557,11423,11078,13376,12739,12858,11205,9.21840774305394,9.23131877836138,9.29771001811309,9.32705617167214,9.43803355798896,9.34338414573395,9.31271643859305,9.50121733532448,9.45242343310979,9.46172146470163,9.32411538623503,0,0.0129110353074342,0.0663912397517148,0.0293461535590538,0.11097738631682,-0.0946494122550163,-0.0306677071408981,0.188500896731433,-0.0487939022146957,0.00929803159184495,-0.137606078466606,0,131,701,325,1319,-1134,-345,2298,-637,119,-1653,0,0.012994742585061,0.06864473168821,0.0297809951434069,0.117369638725752,-0.0903081946324759,-0.0302022235839972,0.207438165733887,-0.0476226076555024,0.0093413925739854,-0.128558096126925,0,0,1,2,0,0,0,0,0,0,0,8,8,7,3,14,0,10,0,0,0,0,0.69268921733955,0.690266353309832,0.64326949509759,0.627780743904609,0.549096121685116,0.494178411975838,0.470030691460552,0.480487440191388,0.511814114137687,0.524031731217919,0.64471218206158,0,-0.00242286402971803,-0.046996858212242,-0.015488751192981,-0.078684622219493,-0.054917709709278,-0.024147720515286,0.010456748730836,0.031326673946299,0.0122176170802321,0.120680450843661,9518,9801,9130,11828,11824,10787,11004,12107,11861,13064,13168
